Episode,Step,Avg_Success,Avg_Reward,Avg_Cost
792,61,87,0.7213523276024375,0
793,60,87,0.7219138939087156,0
794,59,87,0.7201184592759113,0
795,60,87,0.7230189787050608,0
796,59,87,0.72100644112694,0
797,59,87,0.721589828151175,0
798,59,87,0.7275481180999327,0
799,60,87,0.7345179825428773,0
800,59,87,0.7348632373999703,0
801,59,87,0.7389668947075393,0
802,60,87,0.7347217316870069,0
803,61,87,0.7410571329589425,0
804,61,87,0.7453136217046835,0
805,61,87,0.7423127852531457,0
806,60,86,0.6771204167965175,0
807,60,86,0.6727775697957099,0
808,60,86,0.6771783741365494,0
809,60,86,0.6789826361706787,0
810,60,87,0.7377717572834649,0
811,61,87,0.7189711618900606,0
812,61,87,0.7209975318203056,0
813,60,87,0.7109115419012801,0
814,61,87,0.7153748645879228,0
815,61,87,0.7110356548814002,0
816,59,87,0.7136218203896556,0
817,59,87,0.7223660881412275,0
818,59,87,0.7281370063116833,0
819,59,86,0.670536408460705,0
820,59,87,0.7314288509487232,0
821,59,87,0.731930629400631,0
822,60,87,0.7370021230323255,0
823,59,87,0.7401305842111833,0
824,59,87,0.7426885622754708,0
825,58,86,0.6937839041781626,0
826,58,86,0.6949127094088908,0
827,59,86,0.6912072526910197,0
828,59,87,0.7531710809343349,0
829,59,87,0.7647141955480765,0
830,59,87,0.7610676711766428,0
831,60,87,0.7644322303582339,0
832,60,87,0.7626487280700712,0
833,60,87,0.7638215589609354,0
834,59,87,0.7602283598219401,0
835,59,87,0.7552133078772931,0
836,59,87,0.7517495672490804,0
837,58,87,0.7498096487570911,0
838,61,87,0.7205239095557954,0
839,61,87,0.7193203193597038,0
840,61,87,0.7082866060684501,0
841,62,87,0.7093753721585563,0
842,62,87,0.705731841902907,0
843,62,87,0.7059712737004338,0
844,62,87,0.7080405917551434,0
845,62,87,0.7089455202917634,0
846,62,87,0.7078041981856404,0
847,60,88,0.8034781177616606,0
848,60,88,0.7983822217159832,0
849,60,89,0.8575954331057073,0
850,61,90,0.9271540967672991,0
851,62,90,0.9269425205066,0
852,63,90,0.9259038455918562,0
853,63,90,0.9232507054665257,0
854,65,89,0.8860529752257935,0
855,65,89,0.8926820207825585,0
856,65,89,0.8939218101343794,0
857,65,89,0.8853616269953273,0
858,67,88,0.8115134048575237,0
859,67,88,0.812296740945585,0
860,68,88,0.7920298312717751,0
861,67,88,0.7851243176983371,0
862,68,88,0.7909396031635515,0
863,65,89,0.8271607749346367,0
864,64,89,0.8276273388831396,0
865,64,90,0.88429501062692,0
866,63,91,0.9451373806895208,0
867,63,91,0.9359981744290781,0
868,63,90,0.8711490116451387,0
869,63,90,0.8788553695003429,0
870,63,91,0.9439614789835105,0
871,63,91,0.946512682975117,0
872,63,92,1.0062456176656633,0
873,63,92,1.012083986442849,0
874,63,91,0.9435014902420152,0
875,63,91,0.936387801670171,0
876,63,91,0.9365602688087893,0
877,63,91,0.9340856910163348,0
878,63,90,0.8654366437664066,0
879,64,89,0.7868554341552589,0
880,63,89,0.7786588518639838,0
881,63,89,0.7800633508867395,0
882,64,88,0.7174499792015923,0
883,64,88,0.7158319542712342,0
884,64,88,0.7137937196685743,0
885,66,87,0.6803566004304957,0
886,66,87,0.6840716064597291,0
887,65,87,0.678585266567934,0
888,65,87,0.6732582370417003,0
889,64,87,0.6623146972494942,0
890,64,87,0.6648537882852179,0
891,64,87,0.6680608009073694,0
892,67,86,0.5885706062583995,0
893,67,86,0.5927254583399554,0
894,68,86,0.5983709204072875,0
895,68,86,0.5984437713065927,0
896,68,86,0.6031975676158254,0
897,69,86,0.5979360864303817,0
898,70,86,0.5955424531355311,0
899,69,86,0.586599882784467,0
900,70,86,0.5877701758213152,0
901,70,86,0.5806730523907391,0
902,69,86,0.5868549481653826,0
903,69,86,0.5859518598104114,0
904,70,85,0.5149802664844537,0
905,70,85,0.5213389208577791,0
906,71,86,0.5924901383221368,0
907,71,86,0.5926543448157827,0
908,71,86,0.5900941321850042,0
909,71,86,0.5866974513409877,0
910,70,86,0.5858894909559967,0
911,69,86,0.5966558429892393,0
912,70,85,0.533509746996242,0
913,70,85,0.5435938246748628,0
914,69,85,0.5532356557449021,0
915,71,84,0.47789380862272085,0
916,71,84,0.4785139212467402,0
917,70,85,0.5431466004916001,0
918,70,85,0.5456289900571574,0
919,71,86,0.5991456817800644,0
920,71,85,0.5311334796401206,0
921,71,85,0.532209124743058,0
922,71,85,0.5341379330573182,0
923,71,85,0.5340511195068757,0
924,71,84,0.4685122048259291,0
925,71,84,0.4531148837074943,0
926,71,84,0.4476239307351716,0
927,70,84,0.4518359488934584,0
928,70,84,0.4472904634788938,0
929,70,84,0.4461915171785586,0
930,70,84,0.44287731297405114,0
931,70,84,0.4403772610831402,0
932,70,84,0.44412621077945,0
933,70,84,0.437979732666663,0
934,70,84,0.44262085287007724,0
935,71,84,0.4522051342191662,0
936,72,84,0.45226200681985573,0
937,72,84,0.4562321711225923,0
938,70,84,0.47735336045114307,0
939,69,85,0.5431244436263478,0
940,69,85,0.5518558742228743,0
941,69,85,0.5515517857001941,0
942,69,85,0.556919002300765,0
943,68,85,0.5566695737239752,0
944,68,85,0.5471999809059162,0
945,68,85,0.5480007364816811,0
946,69,85,0.5411414564430561,0
947,68,85,0.5385288875393417,0
948,70,84,0.47308967475144525,0
949,69,84,0.4780628451129269,0
950,69,84,0.47694946362234986,0
951,68,83,0.42192029186830043,0
952,67,83,0.42280213608479245,0
953,67,83,0.4240476538341318,0
954,64,84,0.4596928054520686,0
955,64,84,0.4542441518053238,0
956,64,84,0.44865234188808245,0
957,64,84,0.45437083292825264,0
958,63,85,0.5345454487746428,0
959,63,85,0.5335029894539002,0
960,63,84,0.47916391794167795,0
961,63,84,0.4906711226754669,0
962,63,84,0.4917328017071668,0
963,64,84,0.49373715258965606,0
964,64,84,0.4929216104146144,0
965,64,84,0.4948600392933986,0
966,65,84,0.4811770830704882,0
967,67,83,0.44717074474880064,0
968,67,84,0.5110960431196873,0
969,66,84,0.5075424149106402,0
970,66,84,0.5071543494924117,0
971,66,84,0.5023900939044688,0
972,66,83,0.4450598187777359,0
973,67,83,0.4348011214458529,0
974,67,84,0.49871717669397186,0
975,66,84,0.5011732393186685,0
976,67,84,0.5045890463339311,0
977,67,84,0.5001367920460325,0
978,66,85,0.5624661241178547,0
979,65,86,0.6422223066431616,0
980,65,86,0.643628026830047,0
981,65,86,0.6440962879229483,0
982,65,87,0.7031021795431297,0
983,65,87,0.69888442991396,0
984,65,87,0.6925987848648947,0
985,62,88,0.7214191973591368,0
986,63,88,0.7101368444119726,0
987,64,88,0.7089280399223935,0
988,64,88,0.7107590993596387,0
989,64,87,0.6577284372025315,0
990,65,87,0.6547706379657757,0
991,64,87,0.6509656853913475,0
992,62,87,0.673498528083801,0
993,63,87,0.6687604708443541,0
994,63,87,0.6639423066037853,0
995,63,87,0.6627814474897604,0
996,64,87,0.6519719281918515,0
997,64,87,0.6599435451915633,0
998,64,87,0.6676482733396552,0
999,64,87,0.6709848327805957,0
1000,63,87,0.6640004324597976,0
1001,64,87,0.6610959852521046,0
1002,64,87,0.6628577630628569,0
1003,63,87,0.6598042566177174,0
1004,64,88,0.7313794479180796,0
1005,63,88,0.7258944972824974,0
1006,63,88,0.7091399643534533,0
1007,63,88,0.7108349104748777,0
1008,63,88,0.7070147938059381,0
1009,63,88,0.713359956223212,0
1010,63,87,0.6520340855826362,0
1011,63,87,0.6514793182780704,0
1012,62,88,0.7131296117195598,0
1013,62,88,0.7142673900454974,0
1014,62,88,0.7057233008310868,0
1015,61,89,0.7828034388936794,0
1016,61,89,0.780633145059619,0
1017,61,89,0.7880503084614611,0
1018,61,89,0.7877123668148852,0
1019,60,89,0.7958640607317647,0
1020,60,90,0.863403385380443,0
1021,59,90,0.8520784354200077,0
1022,59,90,0.8523453851593149,0
1023,59,90,0.8552727469792081,0
1024,59,91,0.9209634269112211,0
1025,59,92,1.0012484407321245,0
1026,59,91,0.9385927390344113,0
1027,60,91,0.9386227866229274,0
1028,60,91,0.9392679042756754,0
1029,60,91,0.926716297549774,0
1030,60,91,0.9301082645744282,0
1031,61,90,0.8703068485241784,0
1032,61,90,0.8706857567504449,0
1033,61,90,0.8762721126564247,0
1034,61,90,0.8737605157740654,0
1035,61,90,0.8713988667066042,0
1036,60,90,0.873616322632024,0
1037,59,90,0.8677451626947914,0
1038,60,90,0.8653362060772087,0
1039,60,90,0.8630662248112094,0
1040,59,90,0.857606716641767,0
1041,60,90,0.8536113541355189,0
1042,59,90,0.85059110741744,0
1043,59,90,0.8483165969085712,0
1044,60,90,0.8511049077045937,0
1045,59,90,0.8503002639294027,0
1046,58,90,0.8573252379537917,0
1047,59,90,0.851949714358725,0
1048,58,91,0.9151095229497332,0
1049,58,91,0.9153246865089204,0
1050,59,91,0.9210746808390285,0
1051,60,92,0.9678144474996953,0
1052,61,92,0.9711301096988609,0
1053,61,91,0.9092732902703574,0
1054,61,91,0.916128936290479,0
1055,61,91,0.9171481653807859,0
1056,61,90,0.8607411952821713,0
1057,61,90,0.8575225532165496,0
1058,61,90,0.8530476800673569,0
1059,62,89,0.7857420758875014,0
1060,60,90,0.8514882449242214,0
1061,60,90,0.8513962825755516,0
1062,60,90,0.8519697793195883,0
1063,60,90,0.8536203443278282,0
1064,60,89,0.7874571926235876,0
1065,60,89,0.7847342074937842,0
1066,59,89,0.7981488273125796,0
1067,57,90,0.8318921948751995,0
1068,59,90,0.8285675600163267,0
1069,59,90,0.8264993113015408,0
1070,59,90,0.8321961912529696,0
1071,59,89,0.7658706207264367,0
1072,59,90,0.8261402899579298,0
1073,59,89,0.7720671598769877,0
1074,59,89,0.773626554293387,0
1075,59,88,0.7102414126804252,0
1076,61,87,0.6240457338996385,0
1077,62,87,0.6284234100154754,0
1078,62,87,0.6256611543539656,0
1079,62,87,0.619132300002475,0
1080,63,87,0.6206173436292193,0
1081,63,87,0.6213809494808993,0
1082,62,87,0.6188395058195784,0
1083,62,87,0.6227704321611418,0
1084,63,87,0.6253075776453807,0
1085,63,87,0.6283250287379815,0
1086,62,87,0.6303756065801462,0
1087,61,87,0.6285188187421045,0
1088,61,87,0.6282883176156066,0
1089,61,88,0.6930618114229037,0
1090,61,88,0.6941799996555528,0
1091,62,88,0.6953118219361386,0
1092,61,89,0.7560543304444036,0
1093,62,88,0.687743684076213,0
1094,61,88,0.6880872485851615,0
1095,61,88,0.6901799585013396,0
1096,60,88,0.7002632569842717,0
1097,59,88,0.6989191347006454,0
1098,60,88,0.692081411678173,0
1099,60,88,0.6979914759768326,0
1100,60,88,0.7035175105294366,0
1101,59,88,0.7109568683959696,0
1102,59,88,0.7051745025411401,0
1103,59,88,0.7063542331143435,0
1104,58,88,0.708741160264999,0
1105,59,88,0.714478255756494,0
1106,58,88,0.7285694133227844,0
1107,58,88,0.7268651781900007,0
1108,61,87,0.6836754250333797,0
1109,61,87,0.6793538623110544,0
1110,60,88,0.7364744287373651,0
1111,63,87,0.6597459434990924,0
1112,63,86,0.5974145306966421,0
1113,63,86,0.5950152999528836,0
1114,63,86,0.5996764796407115,0
1115,63,86,0.6014075904309902,0
1116,63,86,0.611265022490934,0
1117,63,86,0.6100963903561387,0
1118,63,86,0.6087895283981379,0
1119,64,86,0.6107152604957264,0
1120,65,86,0.6165260052395206,0
1121,65,85,0.5563787297779891,0
1122,65,85,0.5566802815735536,0
1123,66,85,0.5603202675647299,0
1124,66,85,0.5638893235117394,0
1125,66,85,0.5623719804586108,0
1126,66,86,0.6291638588803107,0
1127,66,86,0.6300967734623919,0
1128,66,86,0.6340869745252349,0
1129,65,86,0.6428707302234762,0
1130,65,86,0.6427068223491006,0
1131,65,86,0.6400526784488829,0
1132,64,86,0.6380998756538975,0
1133,65,86,0.6356908148678849,0
1134,64,86,0.642433636913811,0
1135,65,86,0.6464111018936456,0
1136,65,86,0.6470396246026575,0
1137,67,85,0.5588069099128552,0
1138,66,85,0.5641064470434867,0
1139,67,85,0.5668381100111947,0
1140,68,84,0.49953430337238386,0
1141,68,84,0.5060889878576927,0
1142,69,84,0.511562697169029,0
1143,69,84,0.5092983868635566,0
1144,69,84,0.5153230806357533,0
1145,69,83,0.45288534206429176,0
1146,69,83,0.45327849746772697,0
1147,69,83,0.45060273303748544,0
1148,71,82,0.38440808297931656,0
1149,71,82,0.3840710335653785,0
1150,71,82,0.37880460786265757,0
1151,68,82,0.38726838683094683,0
1152,68,82,0.39305813164999565,0
1153,69,82,0.38584229130381575,0
1154,69,82,0.37941225450569616,0
1155,69,82,0.38335236376467946,0
1156,69,83,0.43992723888102775,0
1157,68,83,0.43539649210939385,0
1158,68,82,0.3778692200203659,0
1159,68,83,0.44556480638275386,0
1160,69,82,0.3814133143245999,0
1161,69,82,0.3745913140622724,0
1162,68,81,0.30363382888332124,0
1163,68,81,0.3056074448821164,0
1164,69,82,0.37134858268611426,0
1165,69,82,0.3742331590975664,0
1166,69,81,0.31036918037636496,0
1167,69,81,0.3130952665332734,0
1168,68,81,0.32157939979639194,0
1169,68,81,0.3213341890794254,0
1170,68,81,0.3229057873837155,0
1171,68,81,0.3234547931380075,0
1172,68,81,0.32187265691864014,0
1173,69,82,0.3797345537790534,0
1174,69,82,0.38045730656995147,0
1175,69,83,0.4456364201852557,0
1176,67,84,0.5313337780074653,0
1177,67,84,0.5296591613330384,0
1178,67,84,0.5322675112987781,0
1179,67,84,0.534176129082116,0
1180,67,83,0.47269868354582284,0
1181,67,83,0.476070291388678,0
1182,70,82,0.4456976474944349,0
1183,70,82,0.44692739867901765,0
1184,70,82,0.44710865420353,0
1185,70,82,0.4465661241958696,0
1186,70,82,0.45550083239626477,0
1187,71,82,0.4605495218403485,0
1188,71,82,0.45615565402729774,0
1189,71,82,0.4497394854465347,0
1190,70,82,0.4514116402372565,0
1191,70,82,0.4519715593784895,0
1192,71,82,0.4446575130784731,0
1193,69,83,0.5175244950951856,0
1194,69,83,0.5159719415457766,0
1195,69,83,0.515306158373769,0
1196,69,83,0.5155554484838467,0
1197,71,82,0.44357440445883184,0
1198,70,82,0.4429793019973113,0
1199,70,82,0.4374871004753186,0
1200,70,82,0.43723783755753176,0
1201,70,82,0.4341264045060052,0
1202,70,81,0.37442872637495384,0
1203,70,81,0.371256709395293,0
1204,70,81,0.369521803407315,0
1205,69,81,0.3650711755834891,0
1206,70,80,0.3017613090582563,0
1207,70,79,0.23906260011097402,0
1208,68,80,0.2880491130480914,0
1209,68,80,0.2903857593106477,0
1210,69,80,0.2959929764511435,0
1211,68,81,0.3671679603758639,0
1212,67,82,0.4284860283702983,0
1213,68,82,0.4243398603129572,0
1214,68,82,0.4219454098384267,0
1215,70,81,0.38801582899503045,0
1216,71,80,0.31410309731820235,0
1217,72,80,0.31456364264571673,0
1218,72,80,0.31403721707500154,0
1219,71,80,0.3067034586248883,0
1220,71,80,0.3009852592097559,0
1221,70,81,0.37095768131866863,0
1222,73,80,0.3271831674556415,0
1223,73,80,0.32521430370250526,0
1224,73,80,0.32388462877219354,0
1225,73,80,0.312072712984791,0
1226,73,80,0.31143973680065756,0
1227,73,80,0.3063995980852451,0
1228,73,80,0.3051149950976651,0
1229,76,79,0.27356038968178836,0
1230,76,79,0.2678033704786321,0
1231,76,80,0.3315720222853815,0
1232,76,80,0.3277931343680939,0
1233,76,80,0.3195561261345392,0
1234,76,80,0.31042938325897923,0
1235,76,79,0.2394130149261946,0
1236,76,79,0.23803390563809443,0
1237,74,80,0.3264673164847227,0
1238,74,80,0.3298809512878688,0
1239,74,80,0.3315201463933954,0
1240,73,81,0.40378378585324753,0
1241,72,81,0.39637752947508487,0
1242,74,80,0.313797244796242,0
1243,75,79,0.2561438432393516,0
1244,76,79,0.24988293418087779,0
1245,76,80,0.31263308685165614,0
1246,77,80,0.3113428099023622,0
1247,75,80,0.31612411596457607,0
1248,74,81,0.38311282887467313,0
1249,74,80,0.32009232560982126,0
1250,73,80,0.31526546648581644,0
1251,74,80,0.31924414629926107,0
1252,74,80,0.3202190466632055,0
1253,73,81,0.39595217944932304,0
1254,75,81,0.39196220962216105,0
1255,76,80,0.318912692560134,0
1256,78,80,0.3108021078573256,0
1257,78,80,0.3118961472774572,0
1258,80,80,0.29272345302744723,0
1259,80,80,0.2921437975217305,0
1260,79,81,0.36447556268061815,0
1261,79,81,0.3660222880925176,0
1262,79,82,0.43221495157444223,0
1263,79,82,0.4250828122940038,0
1264,78,82,0.42407890039134144,0
1265,78,82,0.42345615529326097,0
1266,78,83,0.48686171364608527,0
1267,79,82,0.4165622484602136,0
1268,79,82,0.41463211969119584,0
1269,78,82,0.412750686552572,0
1270,80,81,0.378059927291597,0
1271,81,82,0.442033703382167,0
1272,80,82,0.43861562838688767,0
1273,80,82,0.43832896542413435,0
1274,80,82,0.4386292889402648,0
1275,80,82,0.4341828635489037,0
1276,79,82,0.42706070961108705,0
1277,80,81,0.3664869570793053,0
1278,80,81,0.36339591677677163,0
1279,80,81,0.3628089236598862,0
1280,80,82,0.42280314520843604,0
1281,80,82,0.4190655339267505,0
1282,77,83,0.45229394146124835,0
1283,77,83,0.4475578125275206,0
1284,77,83,0.4454691169119906,0
1285,77,83,0.44799299823935146,0
1286,77,83,0.44694392024422996,0
1287,77,83,0.45060546992230227,0
1288,79,83,0.45268890769104475,0
1289,79,82,0.39242478520493024,0
1290,80,82,0.3954342796176206,0
1291,79,82,0.3919789526506793,0
1292,80,82,0.3927539340581279,0
1293,80,82,0.39746828790637667,0
1294,80,82,0.3934732774633449,0
1295,81,82,0.38609392841462975,0
1296,80,82,0.385360127404565,0
1297,78,83,0.4622359945915741,0
1298,78,83,0.4587312682030824,0
1299,79,83,0.46208945394140755,0
1300,79,82,0.3962046594603089,0
1301,79,82,0.39480868920796636,0
1302,79,83,0.4520201441144673,0
1303,79,83,0.4562173950543729,0
1304,79,83,0.4558897375932065,0
1305,79,83,0.45263817370283504,0
1306,79,84,0.5201007475552251,0
1307,80,85,0.574489709230802,0
1308,80,85,0.568447925316832,0
1309,80,85,0.5681769468972562,0
1310,82,84,0.5353069233044152,0
1311,82,84,0.5423360393370603,0
1312,82,84,0.5411475867766058,0
1313,81,84,0.5419623036949998,0
1314,82,84,0.5382296335568754,0
1315,80,85,0.5699521258180539,0
1316,79,86,0.6408568431283856,0
1317,80,86,0.6318123501458285,0
1318,81,85,0.5950713710174569,0
1319,82,85,0.5974217650727042,0
1320,81,85,0.6032150772879504,0
1321,82,85,0.6030320535660394,0
1322,79,85,0.5854227508292206,0
1323,79,85,0.5822533839419157,0
1324,79,85,0.5827449922160849,0
1325,79,85,0.590547696139165,0
1326,79,85,0.5912760356129729,0
1327,80,84,0.5301280990420492,0
1328,79,83,0.4615185557787481,0
1329,79,83,0.45848198876396057,0
1330,80,83,0.4649711266011582,0
1331,79,83,0.4634089000351378,0
1332,79,83,0.4657590490989969,0
1333,79,83,0.47865649947110794,0
1334,79,83,0.4875068292733704,0
1335,79,84,0.556406106337854,0
1336,79,84,0.5604367211148564,0
1337,80,84,0.5613979492140424,0
1338,80,84,0.5574002974656832,0
1339,79,84,0.5565419158003715,0
1340,79,84,0.555096313174763,0
1341,80,84,0.5621964088656023,0
1342,77,85,0.6374213221102036,0
1343,77,86,0.6961496535540573,0
1344,76,86,0.7023962713442233,0
1345,75,86,0.7055274283829567,0
1346,76,86,0.7048821022910488,0
1347,76,86,0.7113221712586892,0
1348,77,85,0.6521854518111286,0
1349,77,86,0.7099902754476716,0
1350,77,86,0.7152754727205684,0
1351,78,86,0.718520679847752,0
1352,78,86,0.7144334703371351,0
1353,77,86,0.7050930786751632,0
1354,77,86,0.7101136257886174,0
1355,76,87,0.7781701834607156,0
1356,75,86,0.7240406433553653,0
1357,75,86,0.7299160717511768,0
1358,73,87,0.8053524460611152,0
1359,73,87,0.8082803699155556,0
1360,73,86,0.7468947702986406,0
1361,74,85,0.6768447616338744,0
1362,74,85,0.6803495210610344,0
1363,75,85,0.6761176757158318,0
1364,74,85,0.6783329489843527,0
1365,74,85,0.6737047053820061,0
1366,75,85,0.6743511027812565,0
1367,75,86,0.7447471115287954,0
1368,74,86,0.7414579626467639,0
1369,75,86,0.7453385939557665,0
1370,73,87,0.7738307644091401,0
1371,72,87,0.7694882179762499,0
1372,72,87,0.7729750378418976,0
1373,71,87,0.7733364073409029,0
1374,71,87,0.7715799806861469,0
1375,71,87,0.7747569428582938,0
1376,71,87,0.7758446744678804,0
1377,71,88,0.8410889794410469,0
1378,70,88,0.8488044871681631,0
1379,70,88,0.8431252885319555,0
1380,70,88,0.8445306742087269,0
1381,70,87,0.7788493819315409,0
1382,70,87,0.7817936750468288,0
1383,70,87,0.7851500524896619,0
1384,73,86,0.7091455847154794,0
1385,73,85,0.6397663305806418,0
1386,73,85,0.6391686796131034,0
1387,72,84,0.5717180571229619,0
1388,71,84,0.5688235286240888,0
1389,70,85,0.6285643059005451,0
1390,70,85,0.625792810077728,0
1391,70,85,0.6267434151460839,0
1392,69,85,0.6315929114228129,0
1393,69,85,0.6266113784691334,0
1394,72,84,0.6009839533284321,0
1395,71,84,0.6044668738628752,0
1396,71,84,0.6090239975593067,0
1397,71,84,0.6063012128383707,0
1398,71,83,0.5462787248487438,0
1399,71,83,0.5489567485349107,0
1400,71,84,0.6128004974583018,0
1401,72,84,0.6137869317447621,0
1402,72,84,0.6162966246520954,0
1403,74,83,0.5354767422112491,0
1404,74,83,0.5292794851367216,0
1405,74,83,0.5359718769942264,0
1406,75,83,0.5263842709702294,0
1407,73,83,0.53268996114748,0
1408,73,82,0.47081945285339316,0
1409,73,82,0.4654856189284328,0
1410,70,83,0.49616599483553725,0
1411,70,83,0.4981686429624824,0
1412,70,83,0.49989714763745724,0
1413,70,83,0.5025364178552263,0
1414,70,83,0.5011796436731675,0
1415,69,83,0.4999000197200075,0
1416,69,83,0.497825342253127,0
1417,68,83,0.5077817346286428,0
1418,66,83,0.471002778617094,0
1419,66,83,0.46721770268062757,0
1420,67,82,0.3945637141555017,0
1421,67,82,0.3943314381004711,0
1422,70,82,0.4204616465573599,0
1423,70,82,0.4234749955488769,0
1424,70,82,0.42364575141951716,0
1425,70,82,0.4195457366030132,0
1426,70,82,0.4175859372121704,0
1427,69,83,0.4763066075429742,0
1428,70,84,0.5489255697967382,0
1429,67,85,0.5804255706200274,0
1430,67,85,0.5710055278463188,0
1431,67,85,0.5713286169118146,0
1432,67,85,0.5746168776683408,0
1433,67,84,0.5102666193701225,0
1434,67,83,0.44182424405255005,0
1435,67,83,0.4442864860747068,0
1436,69,82,0.35751025958350513,0
1437,68,82,0.3576159405465296,0
1438,69,81,0.29433164864676653,0
1439,69,81,0.29047954908703105,0
1440,69,81,0.29111854872564435,0
1441,69,81,0.2935109906399157,0
1442,69,81,0.29347705661668444,0
1443,69,81,0.29990352842607537,0
1444,69,81,0.29249948443495666,0
1445,69,81,0.2934656352980528,0
1446,69,81,0.2938136009371374,0
1447,69,81,0.29269201769144276,0
1448,68,82,0.35847186149680055,0
1449,68,82,0.3644874185102526,0
1450,68,82,0.36717464865767396,0
1451,68,82,0.36663465698831715,0
1452,71,81,0.33510966052650476,0
1453,71,81,0.34157351031084543,0
1454,70,81,0.3427318849378207,0
1455,72,81,0.33405679945703015,0
1456,71,82,0.40240761703214956,0
1457,72,82,0.3990658630766848,0
1458,72,82,0.400248835444072,0
1459,73,82,0.3869551869701536,0
1460,72,83,0.44224036336279826,0
1461,72,84,0.5138219644674246,0
1462,71,84,0.5149082355373684,0
1463,73,83,0.4918222381439773,0
1464,74,83,0.49126744374956616,0
1465,74,83,0.4987068629180794,0
1466,73,83,0.4979995503006285,0
1467,73,83,0.49498983745786973,0
1468,74,83,0.49589973473313875,0
1469,74,83,0.49601157683271596,0
1470,73,83,0.4983470722320271,0
1471,73,83,0.4978723571295632,0
1472,74,83,0.4980961574204048,0
1473,74,82,0.4440949499197086,0
1474,74,82,0.4411552928164383,0
1475,74,82,0.4422415979192374,0
1476,74,82,0.45047289084268416,0
1477,73,82,0.44648873737405664,0
1478,73,82,0.44137632543079236,0
1479,72,82,0.4419460540646469,0
1480,72,82,0.4449080564230462,0
1481,72,83,0.5133450093011924,0
1482,72,83,0.5092995761389466,0
1483,72,83,0.5090685382004448,0
1484,70,84,0.5867666921493219,0
1485,69,85,0.6544593748388433,0
1486,69,85,0.6558266806168104,0
1487,69,86,0.7214687691497238,0
1488,70,86,0.72792176141018,0
1489,70,86,0.7272179513851733,0
1490,69,86,0.7254713079760404,0
1491,70,86,0.7290971744813578,0
1492,70,86,0.7291997083865135,0
1493,69,86,0.7242608009681135,0
1494,69,86,0.6706419063319481,0
1495,70,86,0.6743260211410962,0
1496,70,86,0.6648091913952521,0
1497,70,86,0.663663758470866,0
1498,70,87,0.7315697122953861,0
1499,71,87,0.7236614267511322,0
1500,72,86,0.6462582885410666,0
1501,72,85,0.5859322805569537,0
1502,72,85,0.592987831556893,0
1503,71,86,0.6762038277957617,0
1504,70,86,0.6781530559629755,0
1505,70,86,0.6774665087027096,0
1506,70,86,0.681607105744406,0
1507,70,86,0.6809737570428842,0
1508,70,87,0.7448127610337543,0
1509,70,87,0.7474157070981892,0
1510,72,86,0.6751267609054775,0
1511,71,86,0.671033609503138,0
1512,74,85,0.6408219994890533,0
1513,74,84,0.578697731115899,0
1514,74,84,0.5761720737261203,0
1515,73,84,0.5713434436549869,0
1516,73,84,0.5759626863973244,0
1517,74,84,0.5820410750719748,0
1518,73,85,0.6548560781434207,0
1519,73,85,0.660309914849422,0
1520,72,86,0.7266652756189432,0
1521,71,86,0.7251450874289003,0
1522,69,87,0.7561206821287487,0
1523,69,87,0.7578565218863514,0
1524,69,86,0.6911515966249135,0
1525,69,86,0.6948886130033497,0
1526,68,86,0.6905328363394801,0
1527,68,86,0.6953279129444127,0
1528,68,86,0.6944687639228505,0
1529,69,85,0.6339680986693566,0
1530,68,85,0.6373181302058947,0
1531,68,85,0.6392592957737361,0
1532,69,85,0.6439725625263963,0
1533,68,85,0.6498852570825693,0
1534,68,86,0.7067595841669754,0
1535,68,86,0.7030084953205005,0
1536,67,87,0.7907630565417275,0
1537,67,87,0.7894498178948924,0
1538,66,88,0.8526368983443171,0
1539,66,88,0.858322967796521,0
1540,66,88,0.8644803558340572,0
1541,66,87,0.7985951811870836,0
1542,67,87,0.8028296662545108,0
1543,67,86,0.7389349487591608,0
1544,67,86,0.7408261553738339,0
1545,67,86,0.7387809264082534,0
1546,68,85,0.6655364974523036,0
1547,68,85,0.6661711674304752,0
1548,68,85,0.6645516821398997,0
1549,69,85,0.6604789622506724,0
1550,69,85,0.6596903064666912,0
1551,69,84,0.5917545718822294,0
1552,66,85,0.6194410829019398,0
1553,65,85,0.6176467909646817,0
1554,65,85,0.6157757183706053,0
1555,64,85,0.6284626370185652,0
1556,63,85,0.631467917489972,0
1557,63,85,0.6286244934712522,0
1558,63,85,0.6260913435424663,0
1559,62,85,0.6403451744894483,0
1560,63,85,0.6488214153269292,0
1561,63,85,0.6428433875026167,0
1562,63,85,0.644572326916641,0
1563,60,86,0.6770559847315599,0
1564,59,86,0.6731382876641874,0
1565,59,86,0.6749185249775473,0
1566,59,86,0.6773756186485116,0
1567,60,86,0.6802526797897008,0
1568,60,86,0.6813354943862941,0
1569,59,86,0.6748572557217267,0
1570,59,86,0.6771799753241067,0
1571,59,86,0.6820198797628109,0
1572,59,86,0.6819321327919897,0
1573,59,87,0.7437285097020504,0
1574,59,87,0.7495443501167756,0
1575,60,87,0.7486979261443776,0
1576,59,87,0.7458384914540511,0
1577,60,87,0.7456778907783155,0
1578,60,87,0.7542400902377266,0
1579,61,87,0.7498737190414977,0
1580,61,86,0.6821084328911092,0
1581,61,86,0.6791197933426883,0
1582,61,86,0.6823824903888454,0
